Demanda;periodomediodeviaje;paraderosubida;paraderobajada;netapa;serv_1era_etapa;t_1era_etapa;tespera_1era_etapa;ttrasbordo_1era_etapa;tcaminata_1era_etapa;serv_2da_etapa;t_2da_etapa;tespera_2da_etapa;ttrasbordo_2da_etapa;tcaminata_2da_etapa;serv_3era_etapa;t_3era_etapa;tespera_3era_etapa;ttrasbordo_3era_etapa;tcaminata_3era_etapa;serv_4ta_etapa;t_4ta_etapa
3.7577;04 - PUNTA MANANA;ALCANTARA;PDTE PEDRO AGUIRRE CERDA;1;L1;27.05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
21.4437;04 - PUNTA MANANA;ALCANTARA;PLAZA DE PUENTE ALTO;1;L1;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13.953799999999998;04 - PUNTA MANANA;ALCANTARA;PLAZA MAIPU;1;L1;47.6667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
24.183899999999998;04 - PUNTA MANANA;ALCANTARA;RONDIZONNI;1;L1;27.6667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
140.60840000000002;04 - PUNTA MANANA;ALCANTARA;SALVADOR;1;L1;8.8333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
407.9106000000003;04 - PUNTA MANANA;ALCANTARA;SAN JOAQUIN;1;L1;28.05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10.0764;04 - PUNTA MANANA;ALCANTARA;SANTA JULIA;1;L1;39.45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
287.79650000000026;04 - PUNTA MANANA;ALCANTARA;SANTA LUCIA;1;L1;13.5167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10.113199999999999;04 - PUNTA MANANA;ALCANTARA;SANTA ROSA;1;L1;43.7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-11-64-OP-27;2;L1;14.9333;16.3569;16.7667;0.4098;T518 00R;33.6167;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-11-84-SN-30;2;L1;32.8;-0.9582;-0.6833;0.2749;T550 C0 00R;14.3333;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-11-84-SN-30;2;L1;32.8;-1.6915;-1.4167;0.2749;T550 C0 00R;13.4833;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-11-85-PO-3;2;L1;10.6667;26.8775;27.8167;0.9392;T505 06R;65;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-13-54-NS-100;2;L1;47.6667;-0.0976;1.0667;1.1643;T401 00R;3.55;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-13-54-NS-100;2;L1;47.6667;3.319;4.4833;1.1643;T506 E1 00R;2.5833;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-13-97-NS-5;2;L1;47.6667;1.0822;1.6167;0.5345;T558 00R;10.6;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-14-125-NS-15;2;L1;7.2833;7.9243;10.1667;2.2424;T466 01I;5.4;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-15-135-PO-15;2;L1;2.7333;1.5815;5.0333;3.4518;T405 C0 00I;9.4833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-16-451-SN-5;2;L1;2.7333;0.9856;3.6;2.6144;B60 E0 00I;21.1;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-18-127-NS-45;2;L1;16.8167;8.7642;9.5;0.7358;F84 00I;9.1333;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-18-156-PO-37;2;L1;16.8167;8.9238;11.1833;2.2595;T507 C0 00I;3.5;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-19-116-PO-25;2;L1;12.3833;3.4829;4.2333;0.7505;T504 00I;7.1333;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-33-264-NS-15;2;L1;28.2;-0.087;0.5667;0.6537;F74 01I;3.6167;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-33-264-NS-15;2;L1;28.2;2.1248;2.8833;0.7585;F52 00R;4.2667;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-33-264-NS-80;2;L1;28.2;-4.881;-3.65;1.231;F84 00I;23.7833;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-34-217-OP-20;2;L1;42.1;-3.1729;-2.3833;0.7896;F05 00R;5.25;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-34-269-NS-10;2;L1;28.2;0.3393;1.0667;0.7273;F52 08R;29.8;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-7-48-OP-15;2;L1;25.0167;0.0854;1.8;1.7146;T383 00R;6.9667;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-7-48-OP-20;2;L1;25.0167;10.884;12.4667;1.5827;T384 00R;7.9833;-;-;-;-;-;-;-;-;-;-
27.898799999999994;04 - PUNTA MANANA;ALCANTARA;TOESCA;1;L1;24.4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3.7887000000000004;04 - PUNTA MANANA;ALCANTARA;VESPUCIO NORTE;1;L1;37.8167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
6.329999999999999;04 - PUNTA MANANA;ALCANTARA;VICENTE VALDES;1;L1;32.0167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;VIVACETA;1;L1;30.3167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
192.3074;04 - PUNTA MANANA;BAQUEDANO L1;BAQUEDANO;1;L1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10.3542;04 - PUNTA MANANA;BAQUEDANO L1;BARRANCAS;1;L1;24.1167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19.3464;04 - PUNTA MANANA;BAQUEDANO L1;BELLAS ARTES;1;L1;7.1333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3.8286;04 - PUNTA MANANA;BAQUEDANO L1;BLANQUEADO;1;L1;17.15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5.1772;04 - PUNTA MANANA;BAQUEDANO L1;DEL SOL;1;L1;32.65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5.1526000000000005;04 - PUNTA MANANA;BAQUEDANO L1;EL PARRON;1;L1;28.6167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;ELISA CORREA;1;L1;38.0833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
253.19109999999995;04 - PUNTA MANANA;BAQUEDANO L1;ESCUELA MILITAR;1;L1;13.6333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
116.19739999999999;04 - PUNTA MANANA;BAQUEDANO L1;ESTACION CENTRAL;1;L1;11.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Freire;2;L1;11.3;-0.1784;1.9833;2.1618;-;15.25;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Lo Espejo;2;L1;11.3;0.1382;2.3;2.1618;-;8.1667;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Lo Espejo;2;L1;11.3;0.9549;3.1167;2.1618;-;8.1667;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Maestranza;2;L1;11.3;-0.0951;2.0667;2.1618;-;18.3167;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;Estacion San Bernardo;2;L1;11.3;0.6882;2.85;2.1618;-;16.6167;-;-;-;-;-;-;-;-;-;-
14.234200000000001;04 - PUNTA MANANA;BAQUEDANO L1;ESTADIO NACIONAL;1;L1;19.3333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-20-177-OP-10;2;L1;26.0667;0.8944;1.1167;0.2222;T507 00R;3.4833;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-20-193-NS-35;2;L1;16.2833;0.6324;3.5333;2.9009;T271 00I;11.95;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-21-89-OP-10;2;L1;29.8;15.2959;16.6833;1.3874;T467 00R;3.0333;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-24-205-NS-92;2;L1;13.5167;13.2881;15.6833;2.3953;T207 E0 00I;30.9667;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-25-205-NS-65;2;L1;22.75;4.3312;4.85;0.5188;T209 00I;6.55;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-27-228-NS-52;2;L1;41.2833;-0.81;0.2667;1.0766;T211 C0 00I;15.45;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-27-228-NS-52;2;L1;41.2833;-1.4933;-0.4167;1.0766;T211 C0 00I;12;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-29-238-NS-10;2;L1;25.0167;1.3038;4.2;2.8962;B82 00I;25.8333;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-29-238-NS-20;2;L1;25.0167;8.5873;11.7;3.1127;B82 00I;28.4833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-3-12-OP-70;2;L1;37.8167;-0.73;0.9;1.63;B13 00I;7.4833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-3-13-NS-5;2;L1;2.7333;1.0771;3.1;2.0229;T429 C0 00R;13;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-3-13-SN-10;2;L1;1.7333;13.9934;14.5167;0.5233;T219 E0 00I;20.2667;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-33-264-NS-15;2;L1;28.2;-0.0703;0.5833;0.6537;F74 01I;3.6833;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-33-264-NS-15;2;L1;28.2;-0.1445;0.5667;0.7112;F84 00I;4.6167;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-34-217-OP-25;2;L1;42.1;-2.3563;-1.5667;0.7896;F05 00R;4;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-34-217-OP-25;2;L1;42.1;3.7604;4.55;0.7896;F23 00R;8.0167;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-4-24-PO-5;2;L1;34.3167;-1.0593;-0.25;0.8093;T461 06R;6.5833;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-5-39-OP-20;2;L1;5.7333;2.7721;4.7167;1.9446;B80 00R;47.5333;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-7-48-OP-15;2;L1;25.0167;2.3195;3.7833;1.4638;T384 00R;5.5333;-;-;-;-;-;-;-;-;-;-
132.13240000000005;04 - PUNTA MANANA;ALCANTARA;TOBALABA;1;L1;2.7333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
18.927599999999998;04 - PUNTA MANANA;ALCANTARA;UNION LATINO AMERICANA;1;L1;20.6833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16.9599;04 - PUNTA MANANA;BAQUEDANO L1;BIO BIO;1;L1;19.5167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
28.429599999999997;04 - PUNTA MANANA;BAQUEDANO L1;CAL Y CANTO;1;L1;13.0333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
94.27979999999998;04 - PUNTA MANANA;BAQUEDANO L1;CAMINO AGRICOLA;1;L1;15.9167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
30.990599999999997;04 - PUNTA MANANA;BAQUEDANO L1;CERRO BLANCO;1;L1;19.1667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-20-179-NS-40;2;L1;13.5167;5.406;6;0.594;T204 00I;12.3;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-23-205-NS-27;2;L1;43.7;2.1721;2.75;0.5779;T206 C0 06I;8.05;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-23-205-NS-30;2;L1;43.7;-8.3723;-6.8167;1.5556;T209 00I;5.5167;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-24-205-NS-5;2;L1;13.5167;3.2331;4.5;1.2669;T205 00I;19.55;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-24-205-NS-5;2;L1;22.75;7.703;8.2167;0.5136;T205 E0 00I;9.35;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-24-205-NS-80;2;L1;43.7;-6.1223;-4.5667;1.5556;T209 00I;1.9667;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-27-228-NS-5;2;L1;41.2833;14.4734;15.55;1.0766;T252 00R;8.9;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-27-228-NS-50;2;L1;41.2833;3.44;4.5167;1.0766;T211 C0 00I;13.4667;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-27-228-NS-52;2;L1;41.2833;0.04;1.1167;1.0766;T211 C0 00I;15.4667;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-29-238-NS-10;2;L1;25.0167;6.4873;8.0667;1.5794;B82 00I;25.9;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-29-238-NS-10;2;L1;25.0167;7.4788;9.1;1.6212;B82 00I;28.4333;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-3-13-SN-10;2;L1;2.7333;2.4271;4.45;2.0229;T477 00R;18.2;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-3-14-SN-15;3;L1;2.7333;2.5104;4.5333;2.0229;T429 C0 00R;-;-;-;-;T467 00R;2.6833;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-5-27-OP-15;2;L1;5.7333;2.8245;4.7167;1.8922;B80 00R;53.4167;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-7-48-OP-15;2;L1;25.0167;0.1624;1.7833;1.6209;T384 00R;5.3833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-7-48-OP-15;2;L1;25.0167;4.8113;6.3833;1.572;T384 00R;3.95;-;-;-;-;-;-;-;-;-;-
1.6071;04 - PUNTA MANANA;ALCANTARA;T-7-52-NS-15;2;L1;28.3333;12.654;13.1667;0.5127;T467 00I;3.5833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-8-61-OP-15;2;L1;10.6667;6.303;6.8167;0.5136;T505 00R;38.35;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-9-71-OP-50;2;L1;30.5;13.0679;14.4333;1.3654;T407 00R;5.0667;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-9-71-OP-50;2;L1;30.5;7.8513;9.2167;1.3654;T422 00R;4.1;-;-;-;-;-;-;-;-;-;-
566.8200000000002;04 - PUNTA MANANA;ALCANTARA;UNIVERSIDAD CATOLICA;1;L1;12.1167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10.121199999999998;04 - PUNTA MANANA;ALCANTARA;VICUNA MACKENNA;1;L1;30.4333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7.7622;04 - PUNTA MANANA;BAQUEDANO L1;CARDENAL CARO;1;L1;21.7333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
21.887200000000004;04 - PUNTA MANANA;BAQUEDANO L1;CARLOS VALDOVINOS;1;L1;14.6833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11.6046;04 - PUNTA MANANA;BAQUEDANO L1;CEMENTERIOS;1;L1;20.6667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-34-217-OP-20;2;L1;42.1;-5.1896;-4.4;0.7896;T366 00R;4.3;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-34-269-NS-10;2;L1;28.2;8.5401;9.2833;0.7432;F74 01I;30.2;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-5-34-OP-25;2;L1;23.7;13.783;14.9667;1.1837;B20 00R;42.25;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-8-61-OP-15;2;L1;8.8333;3.2733;6.9333;3.66;T505 00R;40.35;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-9-71-OP-50;2;L1;30.5;6.2513;7.6167;1.3654;T406 00R;4.15;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-9-71-OP-50;2;L1;30.5;6.5013;7.8667;1.3654;T426 00R;2.6;-;-;-;-;-;-;-;-;-;-
6.361;04 - PUNTA MANANA;ALCANTARA;TRINIDAD;1;L1;35.8167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
640.9284000000004;04 - PUNTA MANANA;ALCANTARA;UNIVERSIDAD DE CHILE;1;L1;14.9333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
36.9243;04 - PUNTA MANANA;ALCANTARA;UNIVERSIDAD DE SANTIAGO;1;L1;23.6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5.0901;04 - PUNTA MANANA;ALCANTARA;ZAPADORES;1;L1;35.5833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
99.46559999999998;04 - PUNTA MANANA;BAQUEDANO L1;ALCANTARA;1;L1;11.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
30.977600000000002;04 - PUNTA MANANA;BAQUEDANO L1;BELLAVISTA DE LA FLORIDA;1;L1;22.3833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11.879299999999999;04 - PUNTA MANANA;BAQUEDANO L1;CERRILLOS;1;L1;28.55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2.5524;04 - PUNTA MANANA;BAQUEDANO L1;CONCHALI;1;L1;18.2667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2.5726;04 - PUNTA MANANA;BAQUEDANO L1;DEPARTAMENTAL;1;L1;23.9333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
6.4556000000000004;04 - PUNTA MANANA;BAQUEDANO L1;DORSAL;1;L1;23.65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;E-21-89-OP-35;2;L1;19.1333;0.3622;1.6;1.2378;T467 00R;8.3833;-;-;-;-;-;-;-;-;-;-
50.2522;04 - PUNTA MANANA;BAQUEDANO L1;ECUADOR;1;L1;15.9333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
157.48919999999995;04 - PUNTA MANANA;BAQUEDANO L1;EL GOLF;1;L1;10.2833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.366;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Lo Espejo;2;L1;11.3;0.9049;3.0667;2.1618;-;8.1667;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Maestranza;2;L1;11.3;-0.2118;1.95;2.1618;-;18.3167;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;Estacion San Bernardo;2;L1;11.3;-0.3784;1.7833;2.1618;-;16.6167;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;Estacion San Bernardo;2;L1;11.3;-1.4451;0.7167;2.1618;-;16.6167;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;Estacion San Bernardo;2;L1;11.3;21.8049;23.9667;2.1618;-;16.6167;-;-;-;-;-;-;-;-;-;-
1.2913;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-10-OP;2;L1;22.1333;5.658;6.7;1.042;T527 C0 00I;41.1667;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-10-OP;2;L1;22.1333;6.808;7.85;1.042;T527 C0 00I;44.5;-;-;-;-;-;-;-;-;-;-
1.4827;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-20-OP;2;L1;22.1333;8.708;9.75;1.042;T527 C0 00I;40.0333;-;-;-;-;-;-;-;-;-;-
0;04 - PUNTA MANANA;BAQUEDANO L1;L-10-62-60-OP;2;L1;19.65;13.9542;15.6833;1.7291;T532 00I;34.2667;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-10-65-15-OP;2;L1;19.65;3.6042;5.3333;1.7291;T532 00I;24.4667;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-10-74-5-NS;2;L1;19.65;18.3042;20.0333;1.7291;T532 00I;16.4167;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-11-12-10-PO;2;L1;22.1333;10.3247;11.3667;1.042;T540 00I;26.3;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-11-18-80-OP;2;L1;19.8333;0.6617;1.9667;1.3049;T533 C0 00I;14.05;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-11-21-0-OP;2;L1;21.9667;-0.2206;1.2167;1.4373;T524 00I;17.05;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-12-27-5-OP;2;L1;28.55;0.223;0.9;0.677;T388 06R;12.4333;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-13-108-20-NS;2;L1;7.0667;1.9419;4.5167;2.5748;T545 01R;55.4167;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-13-108-20-NS;2;L1;7.0667;11.5181;14.0333;2.5153;T545 01R;68.2333;-;-;-;-;-;-;-;-;-;-
1.2913;04 - PUNTA MANANA;BAQUEDANO L1;L-13-14-30-OP;2;L1;37;21.9524;23.1167;1.1643;T318 00I;16.5833;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-13-14-55-OP;2;L1;37;14.719;15.8833;1.1643;T318 00I;10.5667;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-13-15-105-OP;2;L1;37;13.7802;17.2;3.4198;T379 00R;11.5667;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-13-27-40-SN;2;L1;37;24.5692;25.8167;1.2475;T348 06R;24.85;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-13-27-40-SN;2;L1;37;9.7525;11;1.2475;T348 00R;24.9833;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-13-65-50-OP;2;L1;37;11.319;12.4833;1.1643;T405 00R;9.8667;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-15-12-30-PO;2;L1;13.6333;2.3179;2.6667;0.3487;B72 00I;20.35;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-15-12-50-PO;2;L1;13.6333;18.3552;18.6833;0.3281;B72 00I;22.2167;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-16-15-5-PO;2;L1;13.6333;1.2805;3.8;2.5195;B51 C0 00I;41.6667;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-16-15-5-PO;2;L1;5.1833;1.8829;2.0167;0.1338;T411 00I;37.4667;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-16-23-5-SN;3;L1;13.6333;2.2472;4.7667;2.5195;B51 C0 00I;25.65;22.9763;24.2167;1.2403;B69 00R;18.1333;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-16-28-5-NS;2;L1;8.5333;1.2689;3.8833;2.6144;B60 E0 00I;35.5;-;-;-;-;-;-;-;-;-;-
1.3296;04 - PUNTA MANANA;BAQUEDANO L1;L-16-7-5-SN;2;L1;21.0833;12.1344;12.9167;0.7823;B66 00I;31.2333;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-17-11-110-PO;2;L1;8.5333;7.7225;8.5;0.7775;T503 01I;27;-;-;-;-;-;-;-;-;-;-
33.5044;04 - PUNTA MANANA;BAQUEDANO L1;CHILE ESPANA;1;L1;19.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;CIUDAD DEL NINO;1;L1;25.3333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
24.4826;04 - PUNTA MANANA;BAQUEDANO L1;CRISTOBAL COLON;1;L1;16.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;Estacion San Bernardo;2;L1;11.3;-0.1618;2;2.1618;-;16.6167;-;-;-;-;-;-;-;-;-;-
18.0754;04 - PUNTA MANANA;BAQUEDANO L1;FRANCISCO BILBAO;1;L1;18.1833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
14.3621;04 - PUNTA MANANA;BAQUEDANO L1;GRECIA;1;L1;26.6333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19.430400000000002;04 - PUNTA MANANA;BAQUEDANO L1;GRUTA DE LOURDES;1;L1;15.2167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
