Demanda;periodomediodeviaje;paraderosubida;paraderobajada;netapa;serv_1era_etapa;t_1era_etapa;tespera_1era_etapa;ttrasbordo_1era_etapa;tcaminata_1era_etapa;serv_2da_etapa;t_2da_etapa;tespera_2da_etapa;ttrasbordo_2da_etapa;tcaminata_2da_etapa;serv_3era_etapa;t_3era_etapa;tespera_3era_etapa;ttrasbordo_3era_etapa;tcaminata_3era_etapa;serv_4ta_etapa;t_4ta_etapa
1.2805;04 - PUNTA MANANA;ALCANTARA;L-15-9-80-SN;2;L1;1.7333;9.0265;9.2167;0.1902;B61 00I;11.6;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-17-35-5-PO;2;L1;4.5;6.3505;8.85;2.4995;B51 C0 00I;24.2;-;-;-;-;-;-;-;-;-;-
1.4051;04 - PUNTA MANANA;ALCANTARA;L-21-14-10-OP;2;L1;29.8;-1.5998;-0.6167;0.9831;T344 03I;12.15;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;L-27-13-15-PO;2;L1;41.2833;2.4734;3.55;1.0766;T235 00R;14.4833;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;L-28-8-60-NS;2;L1;27.05;6.3001;9.1167;2.8166;T336 07R;3.4333;-;-;-;-;-;-;-;-;-;-
1.4426;04 - PUNTA MANANA;ALCANTARA;L-30-58-20-OP;2;L1;41.2833;1.8067;2.8833;1.0766;T228 00I;34;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-33-15-30-OP;2;L1;32.0167;1.3334;1.6167;0.2833;T365 C0 00R;7.1;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;L-33-15-30-OP;2;L1;32.0167;8.6834;8.9667;0.2833;T365 C0 00R;8.7167;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;L-33-31-5-NS;2;L1;28.2;7.1197;9.6;2.4803;T367 00I;18.75;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;L-34-31-60-PO;2;L1;48;1.5996;3.0667;1.467;F03 00R;7.0667;-;-;-;-;-;-;-;-;-;-
1.5155;04 - PUNTA MANANA;ALCANTARA;L-34-40-80-OP;2;L1;48;-0.3282;-0.1833;0.1449;F13 00R;9.0167;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;L-34-7-15-PO;2;L1;48;16.6718;16.8167;0.1449;F29 00I;10.4833;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;L-34-72-20-NS;2;L1;48;-0.9115;-0.7667;0.1449;F10 00R;14;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-5-5-40-OP;3;L1;5.7333;4.0184;6;1.9816;B80 00R;30.2333;2.9677;3.5667;0.599;T549 00R;13.75;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;L-8-14-40-SN;2;L1;30.5;-0.2901;0.05;0.3401;T521 00I;10.75;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-9-2-5-OP;2;L1;30.5;1.0679;1.4167;0.3487;T521 06R;6.4833;-;-;-;-;-;-;-;-;-;-
11.544699999999999;04 - PUNTA MANANA;ALCANTARA;LA CISTERNA;1;L1;41.2833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
6.3817;04 - PUNTA MANANA;ALCANTARA;LAS PARCELAS;1;L1;40.25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
127.8767;04 - PUNTA MANANA;ALCANTARA;LOS LEONES;1;L1;4.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;LOS PRESIDENTES;1;L1;22.5833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
158.04980000000006;04 - PUNTA MANANA;ALCANTARA;MANUEL MONTT;1;L1;7.2833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16.4269;04 - PUNTA MANANA;ALCANTARA;MATTA;1;L1;22.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5.0453;04 - PUNTA MANANA;ALCANTARA;MONSENOR EYZAGUIRRE;1;L1;21.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8.8926;04 - PUNTA MANANA;ALCANTARA;NEPTUNO;1;L1;32.6333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
18.9636;04 - PUNTA MANANA;ALCANTARA;PARQUE ALMAGRO;1;L1;21.55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
41.801199999999994;04 - PUNTA MANANA;ALCANTARA;PARQUE BUSTAMANTE;1;L1;17.05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;L-12-27-10-OP;2;L1;31.7833;8.2175;8.7167;0.4991;T371 01R;11.2833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;L-13-108-15-NS;2;L1;17.7333;14.1132;16.6333;2.5201;T545 01R;50.8833;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-13-15-95-OP;2;L1;28.3333;10.137;10.65;0.513;T379 E0 00R;44.4;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;L-13-65-10-OP;2;L1;47.6667;-1.5309;-0.3667;1.1643;T405 00R;18.1167;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;L-15-12-50-PO;2;L1;1.7333;15.1067;15.3333;0.2266;B72 00I;20.05;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;L-15-6-60-PO;2;L1;1.7333;15.6431;15.8333;0.1902;B61 00I;15.5;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;L-17-3-55-PO;2;L1;6.75;17.1458;18.0833;0.9376;B52 01R;21.5;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-17-38-5-NS;2;L1;6.75;15.7316;16.6;0.8684;B52 01R;17.4667;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;L-17-4-10-PO;2;L1;9.1833;6.998;7.75;0.752;T421 00I;19.35;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;L-17-43-10-PO;2;L1;1.7333;16.1887;19.4833;3.2947;B64 00I;11;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-18-19-45-OP;2;L1;20.8333;-0.6678;0.2833;0.9512;T445 00R;3.4667;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;L-18-19-45-OP;2;L1;20.8333;3.6899;4.8;1.1101;T445 00R;4.0167;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;L-19-10-10-NS;2;L1;27.95;-3.4098;-1.1333;2.2765;T227 01R;5.3667;-;-;-;-;-;-;-;-;-;-
1.4051;04 - PUNTA MANANA;ALCANTARA;L-22-27-10-PO;2;L1;43.7;6.6467;7.75;1.1033;T359 00R;5.5;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;L-23-43-15-PO;2;L1;41.2833;10.6067;11.6833;1.0766;T234 00I;19;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;L-23-43-15-PO;2;L1;41.2833;7.1567;8.2333;1.0766;T234 07I;20.45;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;L-32-18-25-PO;2;L1;20.8333;3.6408;4.2;0.5592;T510 00I;17.45;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;L-33-15-30-OP;2;L1;32.0167;-1.1166;-0.8333;0.2833;T365 C0 00R;5.8167;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-33-57-45-OP;2;L1;37.4667;-1.6784;-0.7667;0.9117;T226 00R;8.3667;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-34-24-15-NS;2;L1;42.1;4.1771;4.9667;0.7896;F23 00R;14.4333;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;L-34-24-5-NS;2;L1;42.1;14.7104;15.5;0.7896;F23 00R;7.9667;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;L-34-49-85-PO;2;L1;42.1;1.8822;2.5333;0.6511;F20 00I;11.3;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;L-34-70-100-PO;2;L1;46;7.5776;12.6;5.0224;F26 00I;4.4833;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;L-8-19-5-SN;2;L1;30.5;17.6932;18.0333;0.3401;T521 00I;22.1;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;L-9-13-5-SN;2;L1;30.5;7.2266;7.5667;0.3401;T528 00I;2.4;-;-;-;-;-;-;-;-;-;-
30.277299999999997;04 - PUNTA MANANA;ALCANTARA;PARQUE OHIGGINS;1;L1;26.0667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;PEDRERO;1;L1;29.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
196.58900000000008;04 - PUNTA MANANA;ALCANTARA;PEDRO DE VALDIVIA;1;L1;5.7333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
6.391499999999999;04 - PUNTA MANANA;ALCANTARA;PLAZA EGANA;1;L1;17.65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
29.126199999999997;04 - PUNTA MANANA;ALCANTARA;QUINTA NORMAL;1;L1;23.9667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
17.730800000000002;04 - PUNTA MANANA;ALCANTARA;RODRIGO DE ARAYA;1;L1;23.7667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3.8;04 - PUNTA MANANA;ALCANTARA;SAN JOSE DE LA ESTRELLA;1;L1;37.4667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.572;04 - PUNTA MANANA;ALCANTARA;SAN PABLO;1;L1;30.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
20.422;04 - PUNTA MANANA;ALCANTARA;SANTA ISABEL;1;L1;18.2333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-11-64-OP-30;2;L1;32.6333;6.4627;7.9;1.4373;T524 00I;13.3333;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-11-64-OP-35;2;L1;32.6333;2.3627;3.8;1.4373;T524 00I;14.2167;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-11-64-OP-37;2;L1;32.6333;-0.554;0.8833;1.4373;T524 00I;14.45;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-11-85-PO-3;2;L1;10.6667;17.4523;18.3667;0.9144;T505 06R;54.0333;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-11-85-PO-3;2;L1;10.6667;23.7286;24.75;1.0214;T505 00R;66.9667;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-13-375-NS-10;2;L1;25.0167;4.785;6.2833;1.4984;T384 00R;13.75;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-13-94-OP-15;2;L1;47.6667;0.2155;0.75;0.5345;T558 00R;8.7333;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-13-97-NS-5;2;L1;47.6667;2.1822;2.7167;0.5345;T373 07R;9.5167;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-13-97-NS-5;2;L1;47.6667;-3.4178;-2.8833;0.5345;T558 00R;9.45;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-14-125-NS-20;2;L1;-;-;-;-;-;5.8333;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-17-141-PO-105;2;L1;1.7333;4.3919;7.6667;3.2748;T421 00I;41.8333;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-17-149-NS-7;2;L1;4.5;6.6641;8.3833;1.7192;T407 00I;24.3;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-17-149-NS-7;2;L1;4.5;8.4232;9.85;1.4268;T407 00I;25.0667;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-18-125-NS-5;2;L1;7.2833;15.6327;21.35;5.7173;T466 01I;8.0833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-18-156-OP-40;2;L1;20.8333;-2.0296;-1.6167;0.4129;T507 00R;12.25;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-18-156-PO-37;2;L1;16.8167;4.7072;6.9667;2.2595;T507 00I;3.9167;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-20-177-OP-8;2;L1;26.0667;6.0278;6.25;0.2222;T506 E0 00R;1.9833;-;-;-;-;-;-;-;-;-;-
1.6071;04 - PUNTA MANANA;ALCANTARA;L-6-44-25-SN;2;L1;10.6667;23.7008;24.2333;0.5325;T307 E0 00R;37.1667;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;L-8-14-10-SN;2;L1;30.5;3.8099;4.15;0.3401;T521 00I;11.3167;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;L-9-13-5-SN;2;L1;30.5;8.7432;9.0833;0.3401;T521 00I;3.4;-;-;-;-;-;-;-;-;-;-
1.4426;04 - PUNTA MANANA;ALCANTARA;LA GRANJA;1;L1;41.3833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
585.4851000000003;04 - PUNTA MANANA;ALCANTARA;LA MONEDA;1;L1;16.2833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3.7577;04 - PUNTA MANANA;ALCANTARA;LAS MERCEDES;1;L1;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15.5618;04 - PUNTA MANANA;ALCANTARA;LO VALLEDOR;1;L1;29.2667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
118.01180000000001;04 - PUNTA MANANA;ALCANTARA;LOS DOMINICOS;1;L1;9.1833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
136.89640000000003;04 - PUNTA MANANA;ALCANTARA;LOS HEROES;1;L1;17.7333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3.7816;04 - PUNTA MANANA;ALCANTARA;LOS QUILLAYES;1;L1;38.9667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7.6385;04 - PUNTA MANANA;ALCANTARA;MACUL;1;L1;28.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3.8025;04 - PUNTA MANANA;ALCANTARA;PLAZA CHACABUCO;1;L1;27.5333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
86.13200000000002;04 - PUNTA MANANA;ALCANTARA;PLAZA DE ARMAS;1;L1;18.9833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13.973099999999999;04 - PUNTA MANANA;ALCANTARA;PRINCIPE DE GALES;1;L1;14.6667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
6.321199999999999;04 - PUNTA MANANA;ALCANTARA;PROTECTORA DE LA INFANCIA;1;L1;44.0833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7.5489;04 - PUNTA MANANA;ALCANTARA;PUDAHUEL;1;L1;32.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
124.0872;04 - PUNTA MANANA;ALCANTARA;REPUBLICA;1;L1;19.2167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3.7936999999999994;04 - PUNTA MANANA;ALCANTARA;ROJAS MAGALLANES;1;L1;34.0167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;SAN ALBERTO HURTADO;1;L1;25.0167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.7734;04 - PUNTA MANANA;ALCANTARA;SAN MIGUEL;1;L1;31.8167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
115.2763;04 - PUNTA MANANA;ALCANTARA;SANTA ANA;1;L1;20.5833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;SANTIAGO BUERAS;1;L1;44.85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15.1443;04 - PUNTA MANANA;ALCANTARA;SIMON BOLIVAR;1;L1;16.1167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-10-77-NS-15;2;L1;32.8;27.1914;28.2333;1.042;T540 00I;33.3;-;-;-;-;-;-;-;-;-;-
1.6071;04 - PUNTA MANANA;ALCANTARA;T-10-7-SN-5;2;L1;41.2833;2.92;5.5833;2.6634;T428 00R;50.2333;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-11-82-OP-17;2;L1;8.8333;16.8543;20.0333;3.179;T505 00R;56.1;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-11-84-SN-30;2;L1;32.8;5.5251;5.8;0.2749;T550 00R;16.35;-;-;-;-;-;-;-;-;-;-
16.439;04 - PUNTA MANANA;ALCANTARA;LOS ORIENTALES;1;L1;19.3667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11.327499999999999;04 - PUNTA MANANA;ALCANTARA;MIRADOR;1;L1;31.3333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
29.476799999999997;04 - PUNTA MANANA;ALCANTARA;PAJARITOS;1;L1;30.3167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
29.110300000000002;04 - PUNTA MANANA;ALCANTARA;PATRONATO;1;L1;28.4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
20.287;04 - PUNTA MANANA;ALCANTARA;QUILIN;1;L1;24.2833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-12-12-PO-15;2;L1;37.4167;7.8316;8.15;0.3184;T333 00I;21.6;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-13-375-NS-10;2;L1;25.0167;5.2837;6.9;1.6163;T384 00R;17.5167;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-13-54-NS-100;2;L1;47.6667;0.1024;1.2667;1.1643;T431 C0 00R;2.7833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-13-54-NS-100;2;L1;47.6667;-2.5143;-1.35;1.1643;T401 00R;4.3;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-14-123-NS-35;2;L1;4.3;0.6585;3.3;2.6415;-;10.1;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-15-12-SN-10;2;L1;1.7333;3.0767;3.6;0.5233;F52 00I;10.75;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-17-306-PO-30;2;L1;1.7333;23.8431;24.0333;0.1902;B65 00I;11.25;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-19-164-PO-35;2;L1;27.95;-4.3955;-2.15;2.2455;T443 C0 01I;3.75;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-20-181-NS-7;2;L1;19.2167;5.662;9.1;3.438;T320 00I;5.3;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-20-59-OP-30;2;L1;19.2167;9.4078;10.05;0.6422;T523 00I;7.9333;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-23-205-NS-30;2;L1;43.7;2.7777;4.3333;1.5556;T209 00I;5.5167;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-24-205-NS-85;2;L1;43.7;6.3554;6.9333;0.5779;T216 00R;2.55;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-25-205-NS-45;2;L1;22.75;4.0711;4.5833;0.5122;T207 E0 00I;3.7;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-27-228-NS-52;2;L1;41.2833;-2.51;-1.4333;1.0766;T211 C0 00I;12;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-30-272-PO-5;3;L1;21.9667;-1.0284;1.1333;2.1618;-;16.6167;6.6682;7.6;0.9318;T239 00R;6.3167;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-30-272-PO-5;3;L1;21.9667;-1.6284;0.5333;2.1618;-;16.6167;12.5136;16.0667;3.5531;T239 00R;4.7833;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-3-13-NS-5;2;L1;2.7333;0.6104;2.6333;2.0229;T429 C0 00R;11.2333;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-3-13-SN-10;2;L1;1.7333;15.9267;16.45;0.5233;T219 E0 00I;20.65;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-3-13-SN-10;2;L1;2.7333;14.7438;16.7667;2.0229;T477 00R;16.2833;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-3-13-SN-5;2;L1;1.7333;19.8267;20.35;0.5233;B68 00I;28.0667;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-13-375-NS-10;2;L1;25.0167;6.256;7.7667;1.5107;T384 00R;14.1833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-13-375-NS-10;2;L1;25.0167;9.4892;10.9167;1.4275;T384 00R;14.25;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-13-96-SN-10;2;L1;47.6667;-1.9976;-0.8333;1.1643;T431 C0 00R;17.8667;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-13-97-NS-5;2;L1;47.6667;2.6488;3.1833;0.5345;T558 00R;9.3333;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-13-98-OP-3;2;L1;31.7833;12.0047;12.8833;0.8786;T549 06I;11.2833;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-14-116-PO-30;2;L1;12.5833;5.8654;6.95;1.0846;-;2.8667;-;-;-;-;-;-;-;-;-;-
1.2805;04 - PUNTA MANANA;ALCANTARA;T-14-123-NS-25;2;L1;4.3;0.1052;2.7167;2.6115;-;13.9833;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-17-149-NS-7;2;L1;4.5;0.9214;2.3833;1.4619;T407 00I;21.4833;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-17-416-NS-5;2;L1;6.75;0.9049;2.0667;1.1618;T421 00I;24.1;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-18-156-PO-37;2;L1;16.8167;6.1754;9.4333;3.258;T507 00I;1.9833;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-18-156-PO-57;2;L1;16.8167;5.1572;7.4167;2.2595;T507 C0 00I;6.4;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-19-116-PO-25;2;L1;12.3833;3.4495;4.2;0.7505;T518 00I;6.4833;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-19-164-PO-35;2;L1;27.95;-1.1209;1.2;2.3209;T443 C0 01I;2.85;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-19-164-PO-40;2;L1;27.95;1.351;3.6333;2.2823;T422 01I;6.3333;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-20-179-NS-40;2;L1;13.5167;3.006;3.6;0.594;T204 E0 00I;10.8333;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-20-201-NS-17;2;L1;13.5167;3.6635;4.6333;0.9698;T209 E0 00I;11.95;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-23-205-NS-30;2;L1;43.7;19.2277;20.7833;1.5556;T230 00I;7.5;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-24-205-NS-5;2;L1;13.5167;0.1713;1.2833;1.112;T209 E0 00I;22.9;-;-;-;-;-;-;-;-;-;-
1.247;04 - PUNTA MANANA;ALCANTARA;T-27-228-NS-50;2;L1;41.2833;3.6067;4.6833;1.0766;T211 C0 00I;13.9333;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-27-228-NS-52;2;L1;41.2833;-3.9766;-2.9;1.0766;T211 C0 00I;13.45;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-28-233-NS-5;2;L1;25.0167;1.1686;2.6667;1.4981;B85 00I;14.7667;-;-;-;-;-;-;-;-;-;-
1.2989;04 - PUNTA MANANA;ALCANTARA;T-29-238-NS-20;2;L1;25.0167;10.4971;12.1;1.6029;B82 00I;28.45;-;-;-;-;-;-;-;-;-;-
1.2566;04 - PUNTA MANANA;ALCANTARA;T-29-238-NS-20;2;L1;25.0167;7.4395;8.9667;1.5271;B85 00I;30.5;-;-;-;-;-;-;-;-;-;-
1.2541;04 - PUNTA MANANA;ALCANTARA;T-33-264-NS-15;2;L1;28.2;-3.9467;-2.9667;0.98;F84 00I;4.3833;-;-;-;-;-;-;-;-;-;-
2.5036;04 - PUNTA MANANA;ALCANTARA;LAGUNA SUR;1;L1;36.7667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
229.1151000000001;04 - PUNTA MANANA;ALCANTARA;MANQUEHUE;1;L1;4.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
43.062;04 - PUNTA MANANA;ALCANTARA;NUBLE;1;L1;19.5833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15.1808;04 - PUNTA MANANA;ALCANTARA;NUNOA;1;L1;15.0667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
